Business ID,Business Name,Submarket,Timezone,Time Now,Google Link,,Initial Contact Number Scrape
,Pio Pio 5 – To Go - Jackson  Heights,Queens,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pio%Pio%5%–%To%Go%-%Jackson %Heights+Queens,,"(718) 426-1010, 1646084091, (718) 426-4900"
,The Rock Wood Fired Pizza,Denver/Boulder,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=The%Rock%Wood%Fired%Pizza+Denver/Boulder,,"(303) 454-3282, 303.454.3282"
,Willie's Burgers,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Willie's%Burgers+Sacramento,,"1277179670, 9113106976, 8191514450, 8964291887"
,Pizza Pipeline,Spokane,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Pizza%Pipeline+Spokane,,"5919944847, 7502146302, 7530690763"
,Jakers Bar and Grill,"Twin Falls, ID",Mountain Time (MT),8:27:34 PM,"https://www.google.com/search?q=Jakers%Bar%and%Grill+Twin%Falls,%ID",,(208) 733-8400
,Azteca D'Oro,Tampa,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Azteca%D'Oro+Tampa,,"(813) 527-6553, (813) 527-6033, 2139007270"
,The Hooley Pub & Kitchen,Cleveland,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Hooley%Pub%&%Kitchen+Cleveland,,"(440) 638-4852, 2139003981, 1203500834, 5536671532, 3362690290, 3369056502"
,bartaco,Westchester,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=bartaco+Westchester,,"203.222.8226, (914) 937-8226, 203.323.8226, 860.586.8226"
,Fat Boy's Pizza,New Orleans,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Fat%Boy's%Pizza+New%Orleans,,(504) 788-2182
,Eggstasy,Phoenix,"Mountain Standard Time (MST), no DST",8:27:34 PM,https://www.google.com/search?q=Eggstasy+Phoenix,,"1786319413, (480)-219-5904, (623) 248-0021, (623)-248-0021"
,Plant Power Fast Food,San Diego,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Plant%Power%Fast%Food+San%Diego,,"4196389529, 1417617561, 6231688930, 1117765108, 2190186675"
,Paseo,Seattle,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Paseo+Seattle,,"(206) 545-7440, 1207713256, 7384135793, 9454904074"
,Taco Tote,El Paso,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=Taco%Tote+El%Paso,,"1583011171, 6294276330, 6245730364, 1230037931, 1115904708, 5354078816"
,El Jefe Taco Joint,Anchorage,Alaska Time (AKT),,https://www.google.com/search?q=El%Jefe%Taco%Joint+Anchorage,,"(907)206-2022, (907) 206-2022"
,Taqueria Taxco,Fort Worth,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Taqueria%Taxco+Fort%Worth,,"(817) 349-8368, 1245766392, 7882676135, 5234262304, (682) 301-1898, (817) 367-9811, 2979256667, 1638507694"
,Stellina Pizzeria,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Stellina%Pizzeria+Washington,%D.C",,"202-851-3995, 1330770778, 202-499-2094, 1212097847, 1654417172"
,The Goat's Beard,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Goat's%Beard+Philadelphia,,(267) 323-2495
,Grotto Pizza,"Seaford, DE",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Grotto%Pizza+Seaford,%DE",,(302) 628-2800
,206 Burger Company,Seattle,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=206%Burger%Company+Seattle,,"2845105943, 2261965088, 9655239619"
,Broken Yolk Cafe,"Yuma, AZ","Mountain Standard Time (MST), no DST",8:27:34 PM,"https://www.google.com/search?q=Broken%Yolk%Cafe+Yuma,%AZ",,(928) 985-9655
,DOMU,Orlando,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=DOMU+Orlando,,"2041585287, 5118270953"
,Chatham Tap Restaurant & Pub,Indianapolis,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Chatham%Tap%Restaurant%&%Pub+Indianapolis,,Not Found
,EggMania,Metro Jersey,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=EggMania+Metro%Jersey,,"732.379.4959, 7632768092, (703) 253-1646, 1456367500, (201) 721-5152, 3900677947, 201-721-5025, 1259736544"
,Lupe's Taco Shop,Orange County,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Lupe's%Taco%Shop+Orange%County,,"(714) 892-7252, 949-328-9099"
,Kashi Japanese,Long Island - Suffolk,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Kashi%Japanese+Long%Island%-%Suffolk,,"7885252489, 1316305243, 6890441996, 1806407882, 1793907253, 4101860852, (516) 442-7600, 1559938046, 3369363376, 7863728621, 1887791808, 9661919685, 6197725228, 3366454202"
,Big Mama's & Papa's Pizzeria,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Big%Mama's%&%Papa's%Pizzeria+Los%Angeles,,"7616427291, 4660448444, 6852002699, 1769448480, 1109315188, 0688158420"
,Din Tai Fung,Seattle,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Din%Tai%Fung+Seattle,,"(206) 682-9888, 4829861873, 8141605893"
,Willie's Grill & Icehouse,San Antonio,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Willie's%Grill%&%Icehouse+San%Antonio,,"1812064276, 6887374273, 5275092650, 6173551796"
,The Grumpy Monk,Myrtle Beach,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Grumpy%Monk+Myrtle%Beach,,"5692370980, 1316926940, 7363016420, 4428946334"
,Julep Southern Kitchen & Bar,Baltimore,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Julep%Southern%Kitchen%&%Bar+Baltimore,,(410) 571-3923
,Night + Market Song,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Night%+%Market%Song+Los%Angeles,,"(323) 665-5899, 1031617947, 323 665 5899, 323-665-5899"
,Mariscos Costa Alegre,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Mariscos%Costa%Alegre+South%Bay,,Not Found
,Paul Martin's American Grill,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Paul%Martin's%American%Grill+Sacramento,,"916-783-3600, (916) 783-3600"
,Taco Mac,"Macon, GA",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Taco%Mac+Macon,%GA",,"(678) 554-3191, (478) 845-2809, 678-385-5897, 478-845-2809"
,Blazin' Claw,Orange County,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Blazin'%Claw+Orange%County,,"1000758545, 562-406-7585"
,Buddy's Pizza,Lansing,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Buddy's%Pizza+Lansing,,"(517) 273-8900, 6949599700, 517-705-3062, 734-792-9130"
,Monkey King Pub & Grub,East Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Monkey%King%Pub%&%Grub+East%Bay,,"1202291883, 510-522-8886, 9595666162, 1670778858, 7772466243"
,Mojave Cantina,Detroit,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Mojave%Cantina+Detroit,,Not Found
,Shogun Bistro,"Owensboro, KY",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Shogun%Bistro+Owensboro,%KY",,(270) 685-9980
,Sam & Louie's,"Sterling, CO",Mountain Time (MT),8:27:34 PM,"https://www.google.com/search?q=Sam%&%Louie's+Sterling,%CO",,"8484793451, 6775349950, 9932766546, 1722933733, 1088692088"
,Duck Duck Goat,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Duck%Duck%Goat+Chicago,,(312) 902-3825
,The Rockin' Crawfish,East Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=The%Rockin'%Crawfish+East%Bay,,"2233622752, 8665076906, 1630385066, 2657066281, 1624990988, 1068737801"
,Parlour Pizza,Louisville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Parlour%Pizza+Louisville,,"502-888-1515, 1582170886, 1619371201, 3205273746, (502)267-1188, (812) 920-6400, 9939906671, (502) 895-9400, 1088118251"
,Slyman's Tavern,Cleveland,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Slyman's%Tavern+Cleveland,,(216) 621-3760
,Paninis Bar & Grill,Cleveland,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Paninis%Bar%&%Grill+Cleveland,,"6018457712, 1703127407, 8453376364, 6806216181"
,Leucadia Pizzeria & Italian Restaurant,San Diego,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Leucadia%Pizzeria%&%Italian%Restaurant+San%Diego,,(760) 727-2223
,Biggie's Pizza,Jacksonville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Biggie's%Pizza+Jacksonville,,"2761396758, 3710768756, 1775988905, (904) 683-5694, 7231519100"
,Sickies Garage Burgers & Brews,Wichita,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Sickies%Garage%Burgers%&%Brews+Wichita,,(913) 491-4724
,Blue Smoke Barbecue,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Blue%Smoke%Barbecue+Manhattan,,"212-889-2005, (212) 889-2005"
,Crafty Cow,Milwaukee,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Crafty%Cow+Milwaukee,,"1630553444, 3951595762, 1866202721, 6394849756"
,Piccolo Trattoria,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Piccolo%Trattoria+Philadelphia,,"1123339629, 1813731113, 1179495788, (215) 860-4247, 4016544332, 1000350539, 1961201383"
,The Great Commoner,Detroit,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Great%Commoner+Detroit,,"4930367001, (313) 403-1200"
,Cactus Cantina Mexican Grill,Pensacola,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Cactus%Cantina%Mexican%Grill+Pensacola,,(850) 912-8565
,Margaritas Mexican Restaurant,"Portland, ME",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Margaritas%Mexican%Restaurant+Portland,%ME",,"(207) 866-4863, (207) 874-6444"
,Kooma,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Kooma+Philadelphia,,"(484) 681-5593, 1000641247, 7295735700, 484-681-5593"
,Mo's Irish Pub,Milwaukee,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Mo's%Irish%Pub+Milwaukee,,(414) 272-0721
,El Toro Mexican Bar & Grill,Cincinnati,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=El%Toro%Mexican%Bar%&%Grill+Cincinnati,,"1810558223, (248) 454-8608, 9534606015, 1126775645, 6609372800, 6840382173, (212) 363-3900, (810) 229-3121"
,Malek Al Kabob,Detroit,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Malek%Al%Kabob+Detroit,,"3891103688, 2862255387, 1203864539, 1535700163, 6579665847"
,deep indian kitchen (indikitch),North Jersey,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=deep%indian%kitchen%(indikitch)+North%Jersey,,(908) 388-9866
,Chubby Noodle,San Francisco,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Chubby%Noodle+San%Francisco,,(415) 296-9600
,Bella Milano,St. Louis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Bella%Milano+St.%Louis,,"(618) 624-0700, 1404574886, 1000633631, (618) 659-2100"
,Voodoo Wing Company,"Tuscaloosa, AL",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Voodoo%Wing%Company+Tuscaloosa,%AL",,"1980152239, (205) 764-9616, 205-764-9616"
,Cenci's Pizzeria & Bar-Wexford,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Cenci's%Pizzeria%&%Bar-Wexford+Pittsburgh,,"724.779.2100, 1214439938, 1020644698, 724.940.5500, (724) 779-2100"
,Go Burrito,Greensboro,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Go%Burrito+Greensboro,,"4760719714, 9409575066, 336-499-0990, 1000832919, 1996397637, 3383907443"
,Fiorella,San Francisco,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Fiorella+San%Francisco,,"1082901782, 415.875.9894, 1491538554, 2908023233, 3202976836, 1524629412"
,Lost Pizza Co,"Tupelo, MS",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Lost%Pizza%Co+Tupelo,%MS",,"6192704643, (662) 346-4142, 8155964000, (662) 324-0050, (662) 841-7887, 1398060942"
,Leatherby's Family Creamery,Sacramento,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Leatherby's%Family%Creamery+Sacramento,,"(801) 967-2566, (916) 920-8382"
,Hudson taco,Hudson Valley,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Hudson%taco+Hudson%Valley,,(845) 565-8226
,Hibachi Kings,San Diego,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Hibachi%Kings+San%Diego,,(619) 796-8858
,Peter Luger,Queens,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Peter%Luger+Queens,,(718) 387-7400
,Big Mike's BBQ Smokehouse,"Houma/Thibodaux, LA",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Big%Mike's%BBQ%Smokehouse+Houma/Thibodaux,%LA",,"(985) 316-3057, (985) 262-4473, (985) 322-8036"
,Dok Khao Thai Eatery,Northern Virginia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Dok%Khao%Thai%Eatery+Northern%Virginia,,"5542211486, 571.285.2459, 410-997-8899, 410.997.8899, 571-285-2459, (571) 285-2459"
,Trolley Wing Co,Salt Lake City,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=Trolley%Wing%Co+Salt%Lake%City,,"801-521-9878, 9784578249, 1610830559, 7536823667"
,Wellys Restaurant,Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Wellys%Restaurant+Boston,,"(978) 333-7489, 6667130508, 1014778037"
,Zachary's Chicago Pizza,East Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Zachary's%Chicago%Pizza+East%Bay,,"6143471180, 8735575253, 1084272316, 2892538471, 1784257556, 1125433123"
,Duke's Seafood,Seattle,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Duke's%Seafood+Seattle,,(206) 382-9963
,Super Mex,Orange County,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Super%Mex+Orange%County,,"(949) 726-1608, 9557113824, 9526439497, (714) 992-2624, 1522959158, 2724082729"
,OMC Smokehouse,"Duluth, MN",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=OMC%Smokehouse+Duluth,%MN",,(218) 606-1611
,Via Carota,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Via%Carota+Manhattan,,"7886774927, 9583313083, 6926987295, 1647271372"
,Pastabilities,Syracuse,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Pastabilities+Syracuse,,(315) 474-1153
,The Vortex Bar & Grill,Atlanta,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Vortex%Bar%&%Grill+Atlanta,,"404-688-1828, (404) 875-1667"
,No Frill Bar and Grill,Virginia Beach,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=No%Frill%Bar%and%Grill+Virginia%Beach,,"1000638325, (757) 425-2900, 757-425-2900"
,Carolina Kitchen Southern Cuisine,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Carolina%Kitchen%Southern%Cuisine+Washington,%D.C",,"(202) 733-1216, 202-733-1216, (301) 927-2929, (301) 350-2929"
,Bill Gray's,Rochester,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bill%Gray's+Rochester,,"3722099417, 1813948975, 7317832395, 9331712818, 1471209289, 1812853441, 1813596521, 1812155098, 1813231246, 1549809801"
,Jakes Burgers and Beer,Fort Worth,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Jakes%Burgers%and%Beer+Fort%Worth,,(817) 332-5253
,Raku,Toronto,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Raku+Toronto,,"(416) 546-9325, 416-546-9325"
,Julian's Italian Pizzeria & Kitchen,San Antonio,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Julian's%Italian%Pizzeria%&%Kitchen+San%Antonio,,"6449869927, 1533949946, 3138478182, 1683494464, 2517109967"
,Fern Thai on Main,Bellevue,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Fern%Thai%on%Main+Bellevue,,"(425) 326-1624, 425-326-1624"
,Tanner's Bar & Grill,"Manhattan, KS",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Tanner's%Bar%&%Grill+Manhattan,%KS",,"5308741986, 1198500417, 7005247646"
,Casa Blanca,Boston,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Casa%Blanca+Boston,,"1289240349, 4442804783, 1091989882, 1572605357, 2371343307, (978) 891-3889, 6239555328"
,Gusano's  Pizzeria,Fayetteville,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Gusano's%%Pizzeria+Fayetteville,,"8819255739, 2310809023, (479) 287-4000"
,Minetta Tavern,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Minetta%Tavern+Manhattan,,(212) 475-3850
,Mala Sichuan Bistro,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Mala%Sichuan%Bistro+Houston,,"9266879600, 1645178489, 7021327177, 8174639799"
,On The Kirb,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=On%The%Kirb+Houston,,"2795974874, 8894249499"
,Piccola Cucina,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Piccola%Cucina+Manhattan,,"5472139628, 4342629464, 1256940391, 1412917795"
,Mad For Chicken,Queens,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Mad%For%Chicken+Queens,,"8234459436, 5223676540, 3703986762"
,Taco Bamba,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Taco%Bamba+Washington,%D.C",,"202-742-9722, (202) 742-9722"
,New Sheffield Cafe,Pittsburgh,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=New%Sheffield%Cafe+Pittsburgh,,"(724) 375-5680, 724-375-5680"
,Tacos El Tio,Philadelphia,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Tacos%El%Tio+Philadelphia,,"4306924770, 1015924090, 9521262439, 7271179375"
,Bob's Pizza,Chicago,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Bob's%Pizza+Chicago,,"7440652576, 1453940107, 4686659304, 1404720010, 8102630848"
,Isaac's Restaurants,York,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Isaac's%Restaurants+York,,"(717) 854-2292, 4678388600, (717) 751-0515, (717) 757-7878, (717) 747-5564, 5540123556, 7737755216, 1279817549"
,Las Fuentes,St. Louis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Las%Fuentes+St.%Louis,,"5359228448, 3321812638, 4678747114"
,Jazz A Louisiana Kitchen,Kansas City,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Jazz%A%Louisiana%Kitchen+Kansas%City,,(816) 531-5556
,Fun Noodle Bar,Midland-Odessa,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Fun%Noodle%Bar+Midland-Odessa,,"1000792491, 4549664538, 432-232-9829, 2361569357, 5291803409, (432) 803-7500, (432) 232-9829"
,Tacos Y Tequila,Allentown,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Tacos%Y%Tequila+Allentown,,"(610) 351-8226, 610-351-8226"
,The Kunjip,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=The%Kunjip+Manhattan,,(212) 564-8238
,Barro's Pizza,Tucson,"Mountain Standard Time (MST), no DST",8:27:34 PM,https://www.google.com/search?q=Barro's%Pizza+Tucson,,(520) 296-0616
,El Platanal,"San Juan, PR","Atlantic Standard Time (AST), no DST",10:27:34 PM,"https://www.google.com/search?q=El%Platanal+San%Juan,%PR",,"1195512246, 1045345137, 7156549081, 4549278642, 4380665900"
,Ippudo,San Francisco,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Ippudo+San%Francisco,,(415) 348-1202
,Eggspectation,Richmond,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Eggspectation+Richmond,,(804) 823-8525
,Agave & Rye,Toledo,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Agave%&%Rye+Toledo,,Not Found
,Peanut Farm,Anchorage,Alaska Time (AKT),,https://www.google.com/search?q=Peanut%Farm+Anchorage,,"(907) 563-3283, 9956394125, 1695228061"
,Red Pier Cajun Seafood & Bar,Memphis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Red%Pier%Cajun%Seafood%&%Bar+Memphis,,"(662) 470-5991, 6417055787, 901-512-5923, 8673276009, 1336251044, 870-394-4228"
,Madame Vo,Manhattan,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Madame%Vo+Manhattan,,(917) 261-2115
,Mi Cozumel,Cincinnati,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Mi%Cozumel+Cincinnati,,"4923047717, 7327531000, 1606556623, 9846559530, 9013983937, 5935387954, 1004417130, 1297416934"
,Diamond Knot,Seattle,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Diamond%Knot+Seattle,,(425) 361-1375
,Louie's Grill and Bar,Tulsa,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Louie's%Grill%and%Bar+Tulsa,,(918) 298-5777
,Fat Bob's Smokehouse,Buffalo,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Fat%Bob's%Smokehouse+Buffalo,,(716) 887-2971
,Revival,Minneapolis,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Revival+Minneapolis,,"(612) 345-4516, 612-886-1022, (612) 236-4101"
,The Toasted Yolk Cafe,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=The%Toasted%Yolk%Cafe+Houston,,"1627865641, 346-219-0786, (832) 804-9443, 2384027592, 832-410-4710, 832-804-6914, 2248221327, 5058889981, 832-446-6282"
,BOA Steakhouse,Los Angeles,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=BOA%Steakhouse+Los%Angeles,,(310) 278-2050
,Gourmet Garden,"Cape Cod, MA",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Gourmet%Garden+Cape%Cod,%MA",,"(508) 540-8204, 1050149461, 7029629637, 774-678-4239, (774) 678-0537, (774) 678-0595, 2138894140"
,Comet Ping Pong,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Comet%Ping%Pong+Washington,%D.C",,(202) 364-0404
,Taco Palenque,South Texas,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Taco%Palenque+South%Texas,,"1648209567, 7608433583, 2301126876, 830-294-8720, 7605288025"
,Fat Guy's Burger Bar,Tulsa,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Fat%Guy's%Burger%Bar+Tulsa,,"1844323461, (918) 893-2232, 3267095923, 1390228060, (918) 574-8870, 9709638571, 5145839966"
,La Pradera Mexican Restaurant,Dallas,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=La%Pradera%Mexican%Restaurant+Dallas,,"7388157800, (972) 932-1999, (903) 641-0077, 972-286-0105, (972) 287-9983"
,Bru Burger Bar,Northern Indiana,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Bru%Burger%Bar+Northern%Indiana,,"812-776-6060, 1422721870, 3134822425, 3816005114, 1035082260"
,Taco Mamacita,Nashville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Taco%Mamacita+Nashville,,"(615) 730-8552, (615) 432-2928, 615.730.8552"
,Black Walnut Cafe,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Black%Walnut%Cafe+Houston,,"5122225603, (713) 526-5551, 1239547156, (713) 868-1800, 1479272644, 5045859893"
,RUBEN JAMES,Burlington,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=RUBEN%JAMES+Burlington,,(802) 864-0744
,Alta Strada,"Washington, D.C",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Alta%Strada+Washington,%D.C",,(202) 629-4662
,Original Roadhouse Grill,Salem,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Original%Roadhouse%Grill+Salem,,(503) 375-0942
,Little Tiffin,Brooklyn,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Little%Tiffin+Brooklyn,,"4001754853, (917) 745-0336"
,Tsunami Restaurant & Sushi Bar,Salt Lake City,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=Tsunami%Restaurant%&%Sushi%Bar+Salt%Lake%City,,"1314846309, 5596617695, (212) 249-2722, 1188788274, (801) 467-5545, (385) 900-0288, 7221842276, 2697410800, 3604408244"
,Danny Boys Pizza,"Sandusky, OH",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Danny%Boys%Pizza+Sandusky,%OH",,(419) 621-1000
,Boudin Bakery,South Bay,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=Boudin%Bakery+South%Bay,,Not Found
,Texas Steakhouse & Saloon,"Rocky Mount, NC",Eastern Time (ET),10:27:34 PM,"https://www.google.com/search?q=Texas%Steakhouse%&%Saloon+Rocky%Mount,%NC",,"1536450860, (201) 994-1013, 2321392019, 8052245313, 1657901941"
,Rendezvous Pizza,Oklahoma City,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Rendezvous%Pizza+Oklahoma%City,,"3021796440, 1468899416, 6250893486"
,Ralphie's Sports Eatery,Toledo,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Ralphie's%Sports%Eatery+Toledo,,"419-874-1933, 419-693-2500, (419) 866-1344"
,Urban Bricks,San Antonio,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Urban%Bricks+San%Antonio,,"1831592333, 8376616965, 6059321875, 6673243368, 1726224946, (726) 842-9842, 7825717603"
,Bricktown Brewery,"Wichita Falls, TX",Central Time (CT),9:27:34 PM,"https://www.google.com/search?q=Bricktown%Brewery+Wichita%Falls,%TX",,"940-228-7501, (940) 228-7501"
,Piola,Miami,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Piola+Miami,,"(305) 456 7121, 4542060073, (305) 374 0031, 1744811997, 4454237704"
,El Burrito Azteca,Portland,Pacific Time (PT),7:27:34 PM,https://www.google.com/search?q=El%Burrito%Azteca+Portland,,"(503) 432-8073, 1000635864, (503) 841-6667"
,La Casa Del Tamal,Salt Lake City,Mountain Time (MT),8:27:34 PM,https://www.google.com/search?q=La%Casa%Del%Tamal+Salt%Lake%City,,"1000633309, (385) 266-8729, (385) 259-3367"
,Bigotes Street Tacos,Houston,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Bigotes%Street%Tacos+Houston,,"1344026645, 1755153398, 8745907852, 9276356438"
,Frothy Monkey,Nashville,Central Time (CT),9:27:34 PM,https://www.google.com/search?q=Frothy%Monkey+Nashville,,"8247757287, 9758123095, 0573303607, 1024280186"
,Alessio's Restaurant & Pizzeria,Atlanta,Eastern Time (ET),10:27:34 PM,https://www.google.com/search?q=Alessio's%Restaurant%&%Pizzeria+Atlanta,,"9404712892, (201) 242-2233, 9293274601, (678) 513-2903, 7719431673"
